ID,sign,category,date,horoscope,horoscope_cleaned
18391,aquarius,general,20200915,"Your intuition is extra keen today, Aquarius, and your mental aim is on target. Other people may sink into the swamp, but you're the life raft they can cling to. Your amazing mental clarity will be invaluable throughout the day. You'll be able to communicate your feelings clearly, and you should find their receptivity to your thoughts much greater than usual.",intuition extra keen aquarius mental aim target sink you're raft cling amazing mental clarity invaluable throughout you'll able communicate feelings clearly should their receptivity thoughts greater usual
18392,aquarius,general,20200916,"A message or phone call from someone dear who lives far away could arrive today. You've been thinking about this person for a while, Aquarius, so don't be surprised if you hear from him or her. You're especially attuned to the thoughts and feelings of others right now. In fact, you may feel especially inspired to work on projects of your own, as ideas are likely to fill your head. Have fun!",message phone call dear who lives far away arrive you've thinking person while aquarius surprised hear him her you're especially attuned thoughts feelings right fact especially inspired projects own ideas likely fill head fun
18393,aquarius,general,20200917,"Today you may be asked to speak to a virtual gathering or lead an online discussion group, Aquarius. You tend to be shy, but today you'll be all for it and enjoy being in the limelight, albeit temporarily. You'll certainly shine, and others may pay you sincere compliments. After the event, enjoy the rest of your day. You earned it.",asked speak virtual gathering lead online discussion group aquarius tend shy you'll enjoy being limelight temporarily you'll certainly shine pay sincere compliments after event enjoy rest earned
18394,aquarius,general,20200918,"Professional difficulties could be resolved by outside assistance, Aquarius. Equipment may have gone haywire, or miscommunications could have led to snarls. Perhaps you need to call in a consultant. It's possible that you might come up with the right solution at the right time and earn some well-deserved respect. Whatever the difficulty, it won't last.",professional difficulties resolved outside assistance aquarius equipment gone haywire miscommunications led perhaps call consultant possible come right solution right earn welldeserved respect whatever difficulty won't last
18395,aquarius,general,20200919,"Action is the word of the day. Whether you're initiating it or feeling the brunt of it, you'll be caught up in the vortex of it. Try not to lose your tempter today, Aquarius, and don't be surprised if people act rashly and insensitively. Perhaps this is their way of saying they need you and that your energy and input are important. Have confidence in your words.",action word whether you're initiating feeling you'll caught lose aquarius surprised act rashly perhaps their saying input important confidence words
18396,aquarius,general,20200920,"Have you been feeling less than your normal self, Aquarius? If so, today you may suddenly regain your strength and be raring to go. You might even be tempted to start a rigorous exercise program. Go ahead and start, but pace yourself and try not to make up for lost time all at once. You need to ease into these things. Maybe start with walking and yoga.",feeling less normal self aquarius suddenly regain strength raring even tempted start rigorous exercise program ahead start pace lost once ease these maybe start walking yoga
18397,aquarius,general,20200921,"You may feel a bit restless and unsettled without really knowing why, Aquarius. Stresses on the job could churn up repressed resentment from the past that you need to release. Try to discern exactly what these stresses remind you of. If you're unable to do this, however, you'll probably still reap the benefits of the release. Stay focused on your work and just let it happen.",bit restless unsettled without really knowing why aquarius stresses job churn repressed resentment past release discern exactly these stresses remind you're unable however you'll probably still reap benefits release stay focused let happen
18398,aquarius,general,20200922,"This is a good time to forge new relationships, Aquarius. Be open-minded if someone you know approaches with a proposal. Do your homework and examine the potential risks, but this is a fine period in which to pursue something new. Success and good fortune are coming. Keep your eyes and ears open for opportunities. You may hear some important news from your love interest.",forge relationships aquarius openminded know approaches proposal homework examine potential risks fine period which pursue success fortune coming keep eyes ears open opportunities hear important news interest
18399,aquarius,general,20200923,"Today you could run into an old friend and suddenly see him or her in a different light. A romantic, sensual attraction you never believed possible could suddenly seem overwhelming. Try to gauge if this person feels the same way. If so, plan a date. Don't write this possibility off because you've labeled this person a ""friend.""",run old friend suddenly see him her different light romantic sensual attraction never believed possible suddenly seem overwhelming gauge person feels same plan date write possibility off because you've labeled person friend
18400,aquarius,general,20200924,"If you're currently romantically involved, Aquarius, your lover could well go from what appears to be utter lassitude to total passion. This could throw you for a loop, and you might not know exactly how to deal with it. If you're single, you could meet someone you find attractive but forget to get his or her contact information! Keep paper and pen handy. You don't want to miss anything!",you're currently romantically involved aquarius lover well appears utter total passion throw loop know exactly deal you're single meet attractive forget his her contact information keep paper pen handy miss anything
18401,aquarius,general,20200925,"Your intuition is working overtime today, Aquarius, making you sensitive to others' deepest emotions. It may be that the celestial atmosphere has everyone feeling open and honest, eager to grow into his or her most authentic self. Certainly, that's how you feel. Take some time out of your busy schedule to reflect on your regrets and successes. Be as true to yourself as possible.",intuition working overtime aquarius making sensitive others' deepest emotions celestial atmosphere has everyone feeling open honest eager grow his her most authentic self certainly that's busy schedule reflect regrets successes true possible
18402,aquarius,general,20200926,"Too much hard work and stress could be taking a physical toll on you today, Aquarius. But it isn't likely to stop you from working intently and energetically on a project that fascinates you. This enterprise could be personal or job related, but whatever it is, the turn it takes is apt to surprise you. It might not be anything like what you'd planned! Go to it!",too hard stress taking physical toll aquarius isn't likely stop working energetically project fascinates enterprise personal job related whatever turn takes apt surprise anything you'd planned
18403,aquarius,general,20200927,"This could be a quiet day for you and your partner, Aquarius. You could spend some time reflecting on past achievements and future goals. It's important to get a clear picture about the past so you can draw conclusions and make workable plans. If you have a family, you'll probably be interested in activities that everyone will enjoy. Make some time to get together when it’s possible. Leave tension behind.",quiet partner aquarius spend reflecting past achievements future goals important clear picture past draw conclusions workable plans family you'll probably interested activities everyone enjoy together it’s possible leave tension behind
18404,aquarius,general,20200928,"You and other members of your household might suddenly decide to do one more thorough house cleaning, Aquarius. Usually this would be a good idea, but today it doesn't really need it, and you might work too hard and do too much. Do you really need to clean your closets now? Dust and vacuum, then spruce it up with some decorations, and that should be enough for now. Relax!",members household suddenly decide thorough house cleaning aquarius usually would idea doesn't really too hard too really clean closets dust then spruce decorations should enough relax
18405,aquarius,general,20200929,"It's possible that a big change is in store for you in the near future, Aquarius. It may be that you've come to realize that your current home and neighborhood are no longer a good fit. If you've been toying with the idea of moving, today you may get some news that motivates you to make your fantasy a reality. This is a good day to peruse the real estate listings. You might be pleasantly surprised by what you find.",possible big change store near future aquarius you've come realize current home neighborhood no longer fit you've toying idea moving news motivates fantasy reality peruse real estate pleasantly surprised
18406,aquarius,general,20200930,"Life's been a real whirlwind lately, Aquarius. You may feel a bit overwhelmed by everything that’s been going on. It's fun to catch up with everyone, but a bit daunting to renew ties with old friends and try to remember things that are going on with new ones. Take a deep breath, Aquarius, you're doing just fine.",life's real whirlwind lately aquarius bit overwhelmed everything that’s going fun catch everyone bit daunting renew ties old friends remember going ones deep breath aquarius you're doing fine
18407,aquarius,general,20201001,"If you own your home or have any kind of investments in real estate, Aquarius, you might hear some great news today about the value of that investment. It's likely to be increasing, and probably will continue in that direction. This could make a big difference in your life in some way right now. In fact, there might be a number of options opening to you. Consider them all carefully and go for the gold.",own home any kind investments real estate aquarius hear great news value investment likely increasing probably continue direction big difference right fact number options opening consider carefully gold
18408,aquarius,general,20201002,"It could be that you feel a bit of pressure today to start or create something that you aren't quite ready for, Aquarius. There is hesitation on your part that indicates you should take it slowly and learn more of the facts before you jump into the fray. Position yourself in such a way that you take control of the situation rather than become a victim of it.",bit pressure start create aren't quite ready aquarius hesitation part indicates should slowly learn facts before jump fray position such control situation rather become victim
18409,aquarius,general,20201003,"There's apt to be a comfortable feeling about today that should make you feel quite secure and nurtured, Aquarius. Perhaps you're feeling protected by a strong force, maybe an internal one, that's reminding you that as long as you stay within the lines, everything will be fine. There's a familiarity to things that will make it easy for you to navigate any rough waters.",there's apt comfortable feeling should quite secure nurtured aquarius perhaps you're feeling protected strong force maybe internal that's reminding long stay within lines everything fine there's familiarity easy navigate any rough waters
18410,aquarius,general,20201004,"You're apt to get the feeling that the grass is greener on the other side of the fence today, Aquarius. Try not to get too hung up on this. Either make the effort to go where the landscape looks richer and more fruitful or stay where you are. The key to true happiness is to make sure that regardless of where you end up, you enjoy the spot where you are.",you're apt feeling grass greener side fence aquarius too hung either effort where landscape looks fruitful stay where key true happiness sure regardless where end enjoy spot where
18411,aquarius,general,20201005,"Warm and sensitive by nature, Aquarius, today you could feel especially sensual. Sex and romance are likely to be on your mind. Romantic novels and movies may seem especially appealing now, as could cozy beds and warm baths. Plan a romantic evening with the special person in your life, if possible. Perhaps a special candlelit dinner at home.",warm sensitive nature aquarius especially sensual sex romance likely mind romantic novels movies seem especially appealing cozy beds warm baths plan romantic evening special person possible perhaps special candlelit dinner home
18412,aquarius,general,20201006,"While you normally like all of your romantic relationships to be extremely nurturing and comforting, you may find that this isn't always possible, Aquarius. There's a disconnect between you and a close partner right now that could be hard to rectify. Time is really the only thing that's likely to resolve this sort of problem. Remember that all of your relationships can't always go exactly according to plan.",while normally romantic relationships extremely nurturing comforting isn't always possible aquarius there's between close partner right hard rectify really only thing that's likely resolve sort problem remember relationships can't always exactly according plan
18413,aquarius,general,20201007,"Romantic relationships may not exactly be going as well as you'd like, Aquarius, but don't get discouraged. Hang in there and you will find that things eventually come around your way. You may need to strengthen your internal sense of confidence, since it's doubtful that you will get much support from interactions with the people around you.",romantic relationships exactly going well you'd aquarius discouraged hang eventually come around strengthen internal sense confidence since doubtful support interactions around
18414,aquarius,general,20201008,"You're likely to gravitate toward those who can put on a show and carry your imagination to a far-off land today, Aquarius. Look for this quality in others instead of turning to the TV to satisfy this need. If you aren't careful, you may end up a couch potato all day, without talking to anyone. Take note that real life is much more enriching that anything that could come over the airwaves.",you're likely gravitate toward those who put show carry imagination faroff land aquarius look quality instead turning tv satisfy aren't careful end couch potato without talking anyone note real enriching anything come over airwaves
18415,aquarius,general,20201009,"Your mood should be quite good for the most part, Aquarius, but there's apt to be some tension in your relationships. Romantic endeavors aren't exactly in your favor now, so don't force an issue that seems too difficult to resolve. Find comfort in your internal warmth. By taking the time to nurture yourself, you will inevitably have more love to give to the people around you.",mood should quite most part aquarius there's apt tension relationships romantic endeavors aren't exactly favor force issue seems too difficult resolve comfort internal warmth taking nurture inevitably give around
18416,aquarius,general,20201010,"Worries about money that may have preoccupied you for the past day or so could prove unfounded, Aquarius. This should come as a real relief to you, although it may be difficult to grasp at first. Your mind is still getting in the way of accepting it. Go over your correspondence and bank records as many times as you want. The answer should be the same - all is better than you thought.",worries money preoccupied past prove unfounded aquarius should come real relief although difficult grasp first mind still getting accepting over correspondence bank records many times answer should same better thought
18417,aquarius,general,20201011,"You generally tend to be sensitive and intuitive, Aquarius, but today you might be even more so. Reading about people from other places and times might cause you to tune into their thoughts and feelings and receive new insight into human nature. Creative projects, particularly writing, benefit from this. If you want to remember what you come up with, write it down.",generally tend sensitive intuitive aquarius even reading places times cause tune their thoughts feelings receive insight human nature creative projects particularly writing benefit remember come write down
18418,aquarius,general,20201012,"A goal that you've been working on could finally be reached, Aquarius. A group of friends you might not have seen for a long time could schedule a small get-together that you will be all too glad to attend, if possible. Expect to have a lot of fun exchanging news and ideas with these people. You will probably feel particularly happy to see them. You won't want to let so much time go by before you reconnect again.",goal you've working finally reached aquarius group friends seen long schedule small gettogether too glad attend possible expect lot fun exchanging news ideas these probably particularly happy see won't let before reconnect again
18419,aquarius,general,20201013,"Your natural warmth is enhanced by a new sense of self-confidence, Aquarius. Whichever kind of group activities and social events are possible might bring you into touch with people who prove to be valuable business contacts. Whatever goals you've attempted to reach may finally show signs of materializing, possibly through the efforts of others who believe in you. This should be a very fortunate and enjoyable day for you. Make the most of it!",natural warmth enhanced sense selfconfidence aquarius whichever kind group activities social events possible bring touch who prove valuable business contacts whatever goals you've attempted reach finally show signs possibly through efforts who believe should fortunate enjoyable most
18420,aquarius,general,20201014,"You're finally on the mend, Aquarius. The minor ailments that may have dragged you down lately are beginning to disappear. You're about to regain all of your physical energy. If you overindulge, your energy level is likely to plummet once again. If nothing else, you will have learned a valuable lesson about the importance of moderation, especially now. Don't overdo it!",you're finally mend aquarius minor ailments dragged down lately beginning disappear you're regain physical overindulge level likely plummet once again nothing else learned valuable lesson importance moderation especially overdo
18421,aquarius,general,20201015,"An intriguing new neighbor, perhaps someone you're attracted to, could move in near you, Aquarius. This might prove very exciting. You will probably strike up a conversation and enjoy talking with him or her. Whether you choose to pursue this attraction depends on both of your current situations, but at the very least, you will make a new friend.",intriguing neighbor perhaps you're attracted move near aquarius prove exciting probably strike conversation enjoy talking him her whether choose pursue attraction depends both current situations least friend
18422,aquarius,general,20201016,"Do your best to keep up today, Aquarius. Things might move quickly. You may be raising your hand and waiting politely for someone to call on you. This is one of those days in which other people will be so concerned about themselves that they probably won't notice you at all. If you want to take your turn, you should probably just stand up and be proactive.",best keep aquarius move quickly raising hand waiting politely call those days which concerned themselves probably won't notice turn should probably stand proactive
18423,aquarius,general,20201017,"Information you receive today may get you stirred up, Aquarius. Remember that it takes two to start an argument. You play an equal part in any disagreement. If you want to promote peace and harmony, your words and body language must show this. If peace and harmony aren't your ultimate goal, you may need to look inside yourself to explore the reasons why.",information receive stirred aquarius remember takes two start argument play equal part any disagreement promote peace harmony words body language must show peace harmony aren't ultimate goal look inside explore reasons why
18424,aquarius,general,20201018,"You might feel like you're getting worked up from all angles today, Aquarius. Find comfort in knowing that things will definitely improve by tomorrow. You might get the feeling that somehow you're all alone despite the circle of friends that surrounds and loves you. You may be called to action by a strong force. Try to stay abreast of information and developments around you so you can make the most informed decisions possible.",you're getting worked angles aquarius comfort knowing definitely improve tomorrow feeling somehow you're alone despite circle friends surrounds loves called action strong force stay abreast information developments around most informed decisions possible
18425,aquarius,general,20201019,"You might experience a bit of an internal conflict today and be you're unsure how to proceed, Aquarius. One side feels an urge to fight, while another side - a more mental aspect - asks you to keep this urge under wraps. It could be that this conflict keeps you immobile because of your lack of confidence in either camp. Try not to get stressed out over any one issue.",experience bit internal conflict you're unsure proceed aquarius side feels urge fight while another side mental aspect asks keep urge under wraps conflict keeps because lack confidence either camp stressed over any issue
18426,aquarius,general,20201020,"You may feel like the world is caving in on you in many ways today, Aquarius. It could be that you've recently dug your own little cave to crawl into and be safe from the outside world. Realize that the deeper you dig in unstable terrain, the more unsteady the walls. If you aren't careful, it's likely to come crashing down on top of you.",world caving many ways aquarius you've recently dug own little cave crawl safe outside world realize deeper dig unstable terrain unsteady walls aren't careful likely come crashing down top
18427,aquarius,general,20201021,"Tap into the boisterous, lighthearted mood of the day instead of getting bogged down with heavy emotions, Aquarius. This is a good time to engage your mind rather than let your heart take control. Be aware of the expansive nature of the day that allows you to think clearly without getting bothered by emotions. Take the cerebral route to figuring out what you need to do to smooth any bumps in the road.",tap boisterous lighthearted mood instead getting bogged down heavy emotions aquarius engage mind rather let heart control aware expansive nature allows think clearly without getting bothered emotions cerebral route figuring smooth any bumps road
18428,aquarius,general,20201022,"A minor and rather silly quarrel with a friend or romantic partner could have you down in the dumps. This is an overreaction, Aquarius. You might need to get away for a while before you can make sense of it all. Too many demands from others could have you feeling used, and you might be tempted to tell them off. Try to avoid others long enough to gain control of yourself.",minor rather silly quarrel friend romantic partner down dumps overreaction aquarius away while before sense too many demands feeling used tempted tell off avoid long enough gain control
18429,aquarius,general,20201023,"Are you spending a lot of time working on something you've been trying to learn well? It could be more confusing than usual today, Aquarius. You might come across a new concept that doesn't quite make sense to you at first glance. Don't waste time puzzling over it. Think about something else. The meaning of it all should come to you out of the blue. Be patient.",spending lot working you've trying learn well confusing usual aquarius come across concept doesn't quite sense first glance waste puzzling over think else meaning should come blue patient
18430,aquarius,general,20201024,"Technology could pave the way for you to greatly increase your income, possibly through new skills or investments. This is likely to be a very positive development, setting the stage for future financial success. Some unusual, interesting dreams could come your way, bringing unexpected revelations about you and your past - and possibly your future. Write them down! They could hold important messages for you from your higher self.",technology pave greatly increase income possibly through skills investments likely positive development setting stage future financial success unusual interesting dreams come bringing unexpected revelations past possibly future write down hold important messages higher self
18431,aquarius,general,20201025,"Today you might feel too overwrought to concentrate on whatever goals you're trying to reach, particularly if they're financial. Past issues might crop up at inopportune times but will still need to be released. If you aren't careful, this could get in the way of just about anything you need to do. Keeping cool is the most important thing to remember.",too concentrate whatever goals you're trying reach particularly they're financial past issues crop inopportune times still released aren't careful anything keeping cool most important thing remember
18432,aquarius,general,20201026,"Computer glitches or bank errors might send erroneous information to you about your finances. Perhaps the bank says you have less money than you do, or a bill is higher than you thought it should be. If you can, make sure it gets settled today. You won't want to spend your day under this cloud. You will probably want to indulge in total frivolity. Go ahead, Aquarius, you deserve it!",computer glitches bank errors send erroneous information finances perhaps bank says less money bill higher thought should sure gets settled won't spend under cloud probably indulge total frivolity ahead aquarius deserve
18433,aquarius,general,20201027,"Small social events and group activities are on the agenda today if at all possible, Aquarius. You may be introduced to someone who could prove helpful to your career. A letter containing good news could come from a friend or partner. Any new moneymaking enterprise begun now is likely to succeed as long as you stay with it and continue to face it in a businesslike manner.",small social events group activities agenda possible aquarius introduced who prove helpful career letter containing news come friend partner any moneymaking enterprise begun likely succeed long stay continue face businesslike manner
18434,aquarius,general,20201028,"Relatives or neighbors may come to you today asking for favors. Some may know exactly what buttons to push in order to get you to do what they want. Don't be sucked into guilt or other negative emotions. Help others if you wish, Aquarius, but recognize that you're doing it because you want to and not because you feel you have to. You might even learn something about yourself in the process.",relatives neighbors come asking favors know exactly buttons push order sucked guilt negative emotions help wish aquarius recognize you're doing because because even learn process
18435,aquarius,general,20201029,"Have you and a friend been discussing the possibility of going into business together? If so, Aquarius, the two of you might want to have some serious discussions now about the nature of the business, how it should be structured, and what the financial arrangements may be. You're both sharp enough to see both the promise and the downside of your enterprise. Get some paper and pens and go to it!",friend discussing possibility going business together aquarius two serious discussions nature business should structured financial arrangements you're both sharp enough see both promise downside enterprise paper
18436,aquarius,general,20201030,"Magical events may occur today in the most unlikely places, Aquarius. Perhaps you're expecting to see someone in a certain environment. Even if you don't see him or her there, you will end up meeting at a special event in an entirely different place. Let your goal be your main focus. Let the details of the journey fall into place however they will.",magical events occur most unlikely places aquarius perhaps you're expecting see certain environment even see him her end meeting special event entirely different place let goal main focus let details journey fall place however
18437,aquarius,general,20201031,"There might be some unexpected communication coming from a long-lost friend or old roommate today, Aquarius. You never know whom you might run into when you leave the house, so stay alert. An old teacher could be just around the corner. Perhaps a bizarre news story in the paper catches your attention, because there on the page is a photo of the kid who lived next door to your childhood home.",unexpected communication coming longlost friend old aquarius never know whom run leave house stay alert old teacher around corner perhaps bizarre news story paper catches attention because page photo kid who lived next door childhood home
18438,aquarius,general,20201101,"When it comes to romance, your body is apt to turn to jelly today. You may be so emotional that you can't function, Aquarius. That's love. And even though it can be heavenly, it can also be debilitating. You could deliberate for hours about an issue because you don't want to make a move without your partner's input. If you don't have a romantic partner now, find one soon, but not today.",comes romance body apt turn emotional can't function aquarius that's even though heavenly also deliberate hours issue because move without partner's input romantic partner soon
18439,aquarius,general,20201102,"Too much running around might have you feeling exhausted and under the weather today, Aquarius. You may have been exercising a little too much. Therefore, this is a good day to avoid exercise and get some rest. Don't push yourself too hard! This isn't a good day to plan or start a vacation. Wait a few days, as trips planned at this time could be fraught with glitches.",too running around feeling exhausted under weather aquarius exercising little too therefore avoid exercise rest push too hard isn't plan start vacation wait few days trips planned fraught glitches
18440,aquarius,general,20201103,"If you feel you've been looking to the past lately, Aquarius, it's in order to liberate yourself from it. You may feel like revisiting your childhood or rekindling certain relationships with old friends. But the planets are making you a bit too romantic, and the reality of things will disappoint you. Looking backward isn't the best way to move toward the future. Nostalgia isn't what it used to be!",you've looking past lately aquarius order liberate revisiting childhood rekindling certain relationships old friends planets making bit too romantic reality disappoint looking backward isn't best move toward future nostalgia isn't used
18441,aquarius,general,20201104,"You may have spent the past few weeks exploring new horizons, talking to new people, going out more frequently in the evening, when possible, or even making short trips away from home. But this is a moment to settle down. Today's celestial configuration is giving you the incentive you need to stabilize yourself. Expect some pleasurable moments in the comfort of your home, Aquarius.",spent past few weeks exploring horizons talking going frequently evening possible even making short trips away home moment settle down celestial configuration giving incentive stabilize expect pleasurable moments comfort home aquarius
18442,aquarius,general,20201105,"Love and passion are at the forefront of your thoughts today, Aquarius. Work seems tedious compared to the rich fantasy inside your head! If possible, make a point of getting together tonight with your mate. He or she is likely feeling as amorous as you. You two have much to celebrate. The celestial atmosphere is conducive to the deepening of your relationship.",passion forefront thoughts aquarius seems tedious compared rich fantasy inside head possible point getting together tonight mate he she likely feeling amorous two celebrate celestial atmosphere conducive deepening relationship
18443,aquarius,general,20201106,"You could develop a stomachache if you try to sort out all the confused issues of the day, Aquarius. There are apt to be too many matters for you to handle alone, so don't even try. It's one of those situations in which you start to untangle one knot only to create another somewhere down the line. It's best to just let the ball of string lie where it is for now.",develop stomachache sort confused issues aquarius apt too many matters handle alone even those situations which start untangle knot only create another somewhere down line best let ball string lie where
18444,aquarius,general,20201107,"This isn't a day for sensitive people like you, Aquarius. In fact, the one who shouts the loudest and bangs on the table the hardest is likely to come out the winner today. The air of violence will also have an effect on you. You will be somewhat upset, very thin-skinned, and much more vulnerable than usual. It would be wise to try to stay away from commotion if you can.",isn't sensitive aquarius fact who shouts loudest bangs table hardest likely come winner air violence also effect somewhat upset vulnerable usual would wise stay away commotion
18445,aquarius,general,20201108,"As a person who embodies affection and tenderness, Aquarius, you may feel especially resentful about today's mood. It will be difficult to charm a smile out of anyone or achieve any semblance of harmony. Moreover, the friction won't spare siblings - even close friends may quarrel. Prepare to duck and cover because clashes are likely to occur all around you.",person who affection tenderness aquarius especially resentful mood difficult charm smile anyone achieve any semblance harmony moreover friction won't spare siblings even close friends quarrel prepare cover because clashes likely occur around
18446,aquarius,general,20201109,"Is there someone persecuting you, Aquarius? Is there a situation that feels unbearably oppressive? Today you won't have any trouble identifying the source of your problems. And the great news is that is the first step toward obtaining release from them. But you can't expect it to be easy. The day ahead may feel somewhat overwhelming.",aquarius situation feels oppressive won't any trouble source problems great news first step toward obtaining release can't expect easy ahead somewhat overwhelming
18447,aquarius,general,20201110,"Aquarius, you're someone who needs to have a lot of time to yourself. You often dream of curling up in bed with a good book or going for a bike ride. This is just your natural rhythm. Don't try and ignore it, because doing so could only mean problems for you. Give in from time to time. If you don't, at least use today to think about how you could.",aquarius you're who needs lot often dream curling bed book going bike ride natural rhythm ignore because doing only mean problems give least use think
18448,aquarius,general,20201111,"Come out of your shell and be proud of your sensitive side, Aquarius. Although you may feel vulnerable when it comes to love and romance, this doesn't mean that you have to hide it. You may think that everyone else has it together in this department, but don't be fooled. They're just as insecure as you are! Go ahead and let this side of your personality shine. Admitting your vulnerability is wonderfully attractive.",come shell proud sensitive side aquarius although vulnerable comes romance doesn't mean hide think everyone else has together department fooled they're insecure ahead let side personality shine admitting vulnerability wonderfully attractive
18449,aquarius,general,20201112,"Have you ever thought of yourself as a CEO or any other kind of leader, Aquarius? Today is a great day to begin a project involving other people - with you in charge! The strong, assertive side of your personality will come out in your decision making and charisma. Go for it! After all, this is the first day of the rest of your life.",ever thought any kind leader aquarius great begin project involving charge strong assertive side personality come decision making charisma after first rest
18450,aquarius,general,20201113,"Your career and financial goals should be within your grasp, Aquarius. Both your physical energy and inner power are operating at their peak, making this an ideal day to make clear plans. Also, if you've been working to improve your health, you might see some definite results. If not, this is a great day to start a new health and exercise regimen. Go to it!",career financial goals should within grasp aquarius both physical inner power operating their peak making ideal clear plans also you've working improve health see definite results great start health exercise regimen
18451,aquarius,general,20201114,"Inspiration in various contexts could fill your mind today, Aquarius. Opportunities to advance your artistic or spiritual interests could come your way, perhaps through advice given by a new acquaintance. You could also be in the right place at the right time to get a lucky break. You're likely to feel especially romantic and sexy. You might want to celebrate your good fortune by getting together with your partner.",inspiration various fill mind aquarius opportunities advance artistic spiritual interests come perhaps through advice given acquaintance also right place right lucky break you're likely especially romantic sexy celebrate fortune getting together partner
18452,aquarius,general,20201115,"Today's energy may highlight your popularity, Aquarius. The transits boost your enthusiasm and energy for doing things. People will feel drawn to you. You might even find that others look up to you. This kind of popularity can make you feel special and lucky. On the flip side, it can make you think you're better than you are. Don't get carried away. Use this influence for good.",highlight popularity aquarius transits boost enthusiasm doing drawn even look kind popularity special lucky flip side think you're better carried away use influence
18453,aquarius,general,20201116,"Take it slow and easy today, Aquarius. With the energy from the day's aspects, rushing around isn't likely to get you too far. In fact, you're more apt to make mistakes or leave a bunch of things unfinished. Make your to-do list and go about each thing one at a time at an even pace. Even if you don't finish everything, what you accomplish will be done well.",slow easy aquarius day's aspects rushing around isn't likely too far fact you're apt mistakes leave bunch unfinished todo list each thing even pace even finish everything accomplish done well
18454,aquarius,general,20201117,"You may have a hard time relating to people in social situations, Aquarius. Perhaps you're frustrated at hearing the same shallow conversations over and over. While you have to mingle (even virtually) with different people, all you can think about is how nice it would be if you could be alone in front of the TV. Your best plan is to avoid situations that you know you won't enjoy. There's no sense in torturing yourself.",hard relating social situations aquarius perhaps you're frustrated hearing same shallow conversations over over while mingle even virtually different think nice would alone front tv best plan avoid situations know won't enjoy there's no sense
18455,aquarius,general,20201118,"This is the type of day you enjoy. The climate is positive, and the energy is flowing. It's as though you have a magic wand. You give it a wave and - presto - the day's tasks and chores are done! By this evening, you've scarcely tapped your energy levels. Your family will be very happy to spend some quality time with you.",type enjoy climate positive flowing though magic wand give wave day's tasks chores done evening you've scarcely tapped levels family happy spend quality
18456,aquarius,general,20201119,"Stop asking if you're gifted, Aquarius. This definitely isn't the time for such questions. Now is the time to work on something concrete. You will need the help of others if you're to succeed, so get to work convincing them to ally with you. You may have to reveal more of yourself than you normally do in order to sway people to your side. It's time to get out of your hole and take action!",stop asking you're gifted aquarius definitely isn't such questions concrete help you're succeed convincing ally reveal normally order sway side hole action
18457,aquarius,general,20201120,"Today, Aquarius, you're in the mood for commitment! Take time to connect with the social world as you seek like-minded people who can share your intimate, individualistic realm. Ultimately, we all have to figure out how to make our way in society. Today you will feel more sociable than usual. Expect to have some good ideas about ways you can enlarge your social circle.",aquarius you're mood commitment connect social world seek likeminded who share intimate individualistic realm ultimately we figure our society sociable usual expect ideas ways enlarge social circle
18458,aquarius,general,20201121,"The possibility to advance your career through increasing your technological skills may present itself today. This could open doors for you in a lot of directions, paving the way for increased income. A number of new contacts could come into your life, bringing friendship and opportunities. This is the day to work on building your skills and possibly return to school.",possibility advance career through increasing technological skills present itself open doors lot directions paving increased income number contacts come bringing friendship opportunities building skills possibly return school
18459,aquarius,general,20201122,"Are you feeling scattered, Aquarius? It's possible that you're wondering about a million different things today. Are you strong enough to assume your family duties? Are you attractive? Are you important? Of course, all these questions simply distract you from your anxiety. Don't worry. The next few weeks will be less stressful.",feeling scattered aquarius possible you're wondering million different strong enough assume family duties attractive important course these questions simply distract anxiety worry next few weeks less stressful
18460,aquarius,general,20201123,"It could be that close friends or family members are in sharp disagreement regarding a certain issue, Aquarius. Try not to be too distressed by divisions among the people you love. Some may want you to take sides and express yourself fully on the situation. You may feel as if you're damned if you do and damned if you don't. Try your best to compromise.",close friends family members sharp disagreement regarding certain issue aquarius too distressed among sides express fully situation you're best compromise
18461,aquarius,general,20201124,"Small group functions and social events might not prove as satisfying as usual today, Aquarius. You may not be in the mood. You might feel pressured to mingle when you'd rather sit on the couch. Whatever conversations you get into will seem trivial and boring. This is a good day to sit back and listen. You might learn from the people around you without having to say a word.",small group functions social events prove satisfying usual aquarius mood pressured mingle you'd rather sit couch whatever conversations seem trivial boring sit back listen learn around without having say word
18462,aquarius,general,20201125,"Guard your heart today, Aquarius, for it's a prime target of the abrasive words flying around. Your sensitive nature feels alone and vulnerable in this harsh atmosphere, so you might be better off just staying in bed. If you decide to go out, make sure to bring your arsenal. Use your sensitivity to your advantage. Scope out your weaknesses so you're able to use your energy most efficiently.",guard heart aquarius prime target abrasive words flying around sensitive nature feels alone vulnerable harsh atmosphere better off staying bed decide sure bring arsenal use sensitivity advantage scope weaknesses you're able use most efficiently
18463,aquarius,general,20201126,"This is a confusing period for all of us, Aquarius. But no doubt you've noticed this. In such circumstances, some people become more rigid than ever because they resist dramatic change. They try to hold on to tradition. Your Aquarius sensitivity makes you very receptive to the past, but current conditions should inspire you to let go of some of your convictions.",confusing period us aquarius no doubt you've noticed such circumstances become rigid ever because resist dramatic change hold tradition aquarius sensitivity makes receptive past current conditions should inspire let convictions
